Date,FullSpC,LowSpC,ID
2025-04-02T09:27:34Z,112.3,110.7,5.2
2025-04-02T09:27:35Z,112.3,110.7,5.2
2025-04-02T09:27:36Z,112.3,110.7,5.2
2025-04-02T09:27:37Z,112.3,110.7,5.2
2025-04-02T09:27:38Z,112.3,110.7,5.2
2025-04-02T09:27:39Z,112.3,110.7,5.2
2025-04-02T09:27:40Z,112.3,110.7,5.2
2025-04-02T09:27:41Z,112.3,110.7,5.2
2025-04-02T09:27:42Z,112.3,110.7,5.2
2025-04-02T09:27:43Z,112.3,110.7,5.2
2025-04-02T09:27:44Z,112.4,110.7,5.2
2025-04-02T09:27:45Z,112.4,110.7,5.2
2025-04-02T09:27:46Z,112.3,110.7,5.2
2025-04-02T09:27:47Z,112.4,111,5.2
2025-04-02T09:27:48Z,112.4,110.7,5.2
2025-04-02T09:27:49Z,112.3,110.7,5.2
2025-04-02T09:27:50Z,112.3,110.7,5.2
2025-04-02T09:27:51Z,112.3,110.7,5.2
2025-04-02T09:27:52Z,112.3,110.7,5.2
2025-04-02T09:27:53Z,112.3,110.7,5.2
2025-04-02T09:27:54Z,112.3,110.7,5.2
2025-04-02T09:27:55Z,112.3,110.7,5.2
2025-04-02T09:27:56Z,112.3,111,5.2
2025-04-02T09:27:57Z,112.3,110.7,5.2
2025-04-02T09:27:58Z,112.3,110.7,5.2
2025-04-02T09:27:59Z,112.3,110.7,5.2
2025-04-02T09:28:00Z,112.3,110.7,5.2
2025-04-02T09:28:01Z,112.3,110.7,5.2
2025-04-02T09:28:02Z,112.3,110.7,5.2
2025-04-02T09:28:03Z,112.3,110.7,5.2
2025-04-02T09:28:04Z,112.3,110.7,5.2
2025-04-02T09:28:05Z,112.3,110.7,5.2
2025-04-02T09:28:06Z,112.3,110.7,5.2
2025-04-02T09:28:07Z,112.3,110.7,5.2
2025-04-02T09:28:08Z,112.3,110.7,5.2
2025-04-02T09:28:09Z,112.3,110.7,5.2
2025-04-02T09:28:10Z,112.3,110.7,5.2
2025-04-02T09:28:11Z,112.3,110.7,5.2
2025-04-02T09:28:12Z,112.3,110.7,5.2
2025-04-02T09:28:13Z,112.3,110.7,5.2
2025-04-02T09:28:14Z,112.2,110.7,5.2
2025-04-02T09:28:15Z,112.2,110.7,5.2
2025-04-02T09:28:16Z,112.3,110.7,5.2
2025-04-02T09:28:17Z,112.3,110.7,5.2
2025-04-02T09:28:18Z,112.3,110.7,5.2
2025-04-02T09:28:19Z,112.2,110.7,5.2
2025-04-02T09:28:20Z,112.2,110.7,5.2
2025-04-02T09:28:21Z,112.3,110.7,5.2
2025-04-02T09:28:22Z,112.3,110.7,5.2
2025-04-02T09:28:23Z,112.2,110.7,5.2
2025-04-02T09:28:24Z,112.3,110.7,5.2
2025-04-02T09:28:25Z,112.2,110.7,5.2
2025-04-02T09:28:26Z,112.3,110.7,5.2
2025-04-02T09:28:27Z,112.3,111,5.2
2025-04-02T09:28:28Z,112.3,110.7,5.2
2025-04-02T09:28:29Z,112.2,110.7,5.2
2025-04-02T09:28:30Z,112.3,110.7,5.2
2025-04-02T09:28:31Z,112.3,110.7,5.2
2025-04-02T09:28:32Z,112.3,110.7,5.2
2025-04-02T09:28:33Z,112.3,110.7,5.2
2025-04-02T09:28:34Z,112.2,110.7,5.2
2025-04-02T09:28:35Z,112.3,110.7,5.2
2025-04-02T09:28:36Z,112.3,110.3,5.2
2025-04-02T09:28:37Z,112.3,110.7,5.2
2025-04-02T09:28:38Z,112.3,110.7,5.2
2025-04-02T09:28:39Z,112.2,110.7,5.2
2025-04-02T09:28:40Z,112.3,110.7,5.2
2025-04-02T09:28:41Z,112.3,110.7,5.2
2025-04-02T09:28:42Z,112.3,110.7,5.2
2025-04-02T09:28:43Z,112.2,110.7,5.2
2025-04-02T09:28:44Z,112.3,110.7,5.2
2025-04-02T09:28:45Z,112.3,110.3,5.2
2025-04-02T09:28:46Z,112.3,110.7,5.2
2025-04-02T09:28:47Z,112.3,110.7,5.2
2025-04-02T09:28:48Z,112.3,110.3,5.2
2025-04-02T09:28:49Z,112.3,110.7,5.2
2025-04-02T09:28:50Z,112.3,110.7,5.2
2025-04-02T09:28:51Z,112.3,110.7,5.2
2025-04-02T09:28:52Z,112.2,110.7,5.2
2025-04-02T09:28:53Z,112.2,110.7,5.2
2025-04-02T09:28:54Z,112.2,110.7,5.2
2025-04-02T09:28:55Z,112.2,110.7,5.2
2025-04-02T09:28:56Z,112.2,110.7,5.2
2025-04-02T09:28:57Z,112.2,110.7,5.2
2025-04-02T09:28:58Z,112.1,110.7,5.2
2025-04-02T09:28:59Z,112.2,111,5.2
2025-04-02T09:29:00Z,112.2,110.7,5.2
2025-04-02T09:29:01Z,112.2,110.7,5.2
2025-04-02T09:29:02Z,112.2,110.7,5.2
2025-04-02T09:29:03Z,112.1,110.7,5.2
2025-04-02T09:29:04Z,112.2,110.7,5.2
2025-04-02T09:29:05Z,112.2,110.7,5.2
2025-04-02T09:29:06Z,112.2,110.7,5.2
2025-04-02T09:29:07Z,112.1,110.7,5.2
2025-04-02T09:29:08Z,112.1,110.7,5.2
2025-04-02T09:29:09Z,112.1,110.3,5.2
2025-04-02T09:29:10Z,112.1,110.7,5.2
2025-04-02T09:29:11Z,112.1,110.7,5.2
2025-04-02T09:29:12Z,112.2,110.3,5.2
2025-04-02T09:29:13Z,112.2,110.7,5.2
2025-04-02T09:29:14Z,112.2,110.3,5.2
2025-04-02T09:29:15Z,112.2,110.7,5.2
2025-04-02T09:29:16Z,112.2,110.3,5.2
2025-04-02T09:29:17Z,112.1,110.7,5.2
2025-04-02T09:29:18Z,112.2,110.3,5.2
2025-04-02T09:29:19Z,112.2,110.7,5.2
2025-04-02T09:29:20Z,112.1,110.7,5.2
2025-04-02T09:29:21Z,112.1,110.7,5.2
2025-04-02T09:29:22Z,112.2,110.7,5.2
2025-04-02T09:29:23Z,112.2,110.7,5.2
2025-04-02T09:29:24Z,112.1,110.7,5.2
2025-04-02T09:29:25Z,112.2,110.3,5.2
2025-04-02T09:29:26Z,112.2,110.7,5.2
2025-04-02T09:29:27Z,112.2,110.7,5.2
2025-04-02T09:29:28Z,112.2,110.3,5.2
2025-04-02T09:29:29Z,112.2,110.7,5.2
2025-04-02T09:29:30Z,112.2,110.3,5.2
2025-04-02T09:29:31Z,112.2,110.3,5.2
2025-04-02T09:29:32Z,112.2,110.7,5.2
2025-04-02T09:29:33Z,112.1,110.7,5.2
2025-04-02T09:29:34Z,112.1,110.7,5.2
2025-04-02T09:29:35Z,112.1,110.3,5.2
2025-04-02T09:29:36Z,112.2,110.7,5.2
2025-04-02T09:29:37Z,112.1,110.3,5.2
2025-04-02T09:29:38Z,112.1,110.7,5.2
2025-04-02T09:29:39Z,112.1,110.7,5.2
2025-04-02T09:29:40Z,112.1,110.7,5.2
2025-04-02T09:29:41Z,112.2,110.7,5.2
2025-04-02T09:29:42Z,112.1,110.3,5.2
2025-04-02T09:29:43Z,112.1,110.7,5.2
2025-04-02T09:29:44Z,112.1,110.7,5.2
2025-04-02T09:29:45Z,112.1,110.7,5.2
2025-04-02T09:29:46Z,112.1,110.3,5.2
2025-04-02T09:29:47Z,112.1,110.7,5.2
2025-04-02T09:29:48Z,112.2,110.7,5.2
2025-04-02T09:29:49Z,112.1,110.7,5.2
2025-04-02T09:29:50Z,112.2,110.7,5.2
2025-04-02T09:29:51Z,112.2,110.7,5.2
2025-04-02T09:29:52Z,112.2,110.7,5.2
2025-04-02T09:29:53Z,112.1,110.3,5.2
2025-04-02T09:29:54Z,112.1,110.3,5.2
2025-04-02T09:29:55Z,112.1,110.3,5.2
2025-04-02T09:29:56Z,112.1,110.3,5.2
2025-04-02T09:29:57Z,112.1,110.7,5.2
2025-04-02T09:29:58Z,112.2,110.7,5.2
2025-04-02T09:29:59Z,112.2,110.7,5.2
2025-04-02T09:30:00Z,112.2,110.7,5.2
2025-04-02T09:30:01Z,112.2,110.7,5.2
2025-04-02T09:30:02Z,112.2,110.7,5.2
2025-04-02T09:30:03Z,112.2,110.7,5.2
2025-04-02T09:30:04Z,112.2,110.7,5.2
2025-04-02T09:30:05Z,112.2,110.7,5.2
2025-04-02T09:30:06Z,112.3,110.7,5.2
2025-04-02T09:30:07Z,112.3,110.7,5.2
2025-04-02T09:30:08Z,112.3,110.7,5.2
2025-04-02T09:30:09Z,112.3,110.7,5.2
2025-04-02T09:30:10Z,112.3,110.7,5.2
2025-04-02T09:30:11Z,112.3,111,5.2
2025-04-02T09:30:12Z,112.3,110.3,5.2
2025-04-02T09:30:13Z,112.3,110.7,5.2
2025-04-02T09:30:14Z,112.3,110.7,5.2
2025-04-02T09:30:15Z,112.3,110.7,5.2
2025-04-02T09:30:16Z,112.4,110.7,5.2
2025-04-02T09:30:17Z,112.4,110.7,5.2
2025-04-02T09:30:18Z,112.5,111,5.2
2025-04-02T09:30:19Z,112.6,111.1,5.2
2025-04-02T09:30:20Z,112.6,111,5.2
2025-04-02T09:30:21Z,112.7,111.4,5.2
2025-04-02T09:30:22Z,112.7,111.4,5.2
2025-04-02T09:30:23Z,112.7,111.4,5.2
2025-04-02T09:30:24Z,112.9,111.4,5.2
2025-04-02T09:30:25Z,112.9,111.8,5.2
2025-04-02T09:30:26Z,113,111.8,5.2
2025-04-02T09:30:27Z,112.8,111.4,5.2
2025-04-02T09:30:28Z,112.9,111.4,5.2
2025-04-02T09:30:29Z,113,111.8,5.2
2025-04-02T09:30:30Z,113.1,111.8,5.2
2025-04-02T09:30:31Z,113.3,111.8,5.2
2025-04-02T09:30:32Z,113.7,111.8,5.2
2025-04-02T09:30:33Z,113.8,112.6,5.2
2025-04-02T09:30:34Z,114,112.6,5.2
2025-04-02T09:30:35Z,114.1,112.6,5.2
2025-04-02T09:30:36Z,114.1,112.9,5.2
2025-04-02T09:30:37Z,114.2,112.9,5.2
2025-04-02T09:30:38Z,114.4,112.9,5.2
2025-04-02T09:30:39Z,114.9,113.3,5.2
2025-04-02T09:30:40Z,115.6,114.1,5.2
2025-04-02T09:30:41Z,115.6,114.1,5.2
2025-04-02T09:30:42Z,117.4,116.3,5.2
2025-04-02T09:30:43Z,116.7,115.2,5.2
2025-04-02T09:30:44Z,118.1,117.1,5.2
2025-04-02T09:30:45Z,118.6,117.5,5.2
2025-04-02T09:30:46Z,119.3,118.2,5.2
2025-04-02T09:30:47Z,119.8,118.6,5.2
2025-04-02T09:30:48Z,120,118.6,5.2
2025-04-02T09:30:49Z,120.3,119.3,5.2
2025-04-02T09:30:50Z,120.5,119.7,5.2
2025-04-02T09:30:51Z,121,119.7,5.2
2025-04-02T09:30:52Z,121.4,120.9,5.2
2025-04-02T09:30:53Z,121.4,120.1,5.2
2025-04-02T09:30:54Z,121.2,119.7,5.2
2025-04-02T09:30:55Z,121.2,120.1,5.2
2025-04-02T09:30:56Z,121.4,120.5,5.2
2025-04-02T09:30:57Z,121.5,120.5,5.2
2025-04-02T09:30:58Z,121.7,120.5,5.2
2025-04-02T09:30:59Z,123,122.4,5.2
2025-04-02T09:31:00Z,124,123.1,5.2
2025-04-02T09:31:01Z,125.1,124.2,5.2
2025-04-02T09:31:02Z,125.8,125,5.2
2025-04-02T09:31:03Z,127.3,126.5,5.2
2025-04-02T09:31:04Z,127.1,126.5,5.2
2025-04-02T09:31:05Z,126.7,125.8,5.2
2025-04-02T09:31:06Z,127.5,126.9,5.2
2025-04-02T09:31:07Z,129,128.4,5.2
2025-04-02T09:31:08Z,129.7,129.1,5.2
2025-04-02T09:31:09Z,130.3,129.9,5.2
2025-04-02T09:31:10Z,131.3,130.7,5.2
2025-04-02T09:31:11Z,132.7,132.2,5.2
2025-04-02T09:31:12Z,133.3,132.9,5.2
2025-04-02T09:31:13Z,133.9,133.3,5.2
2025-04-02T09:31:14Z,134.8,134.8,5.2
2025-04-02T09:31:15Z,139.2,138.9,5.2
2025-04-02T09:31:16Z,140.5,140.4,5.2
2025-04-02T09:31:17Z,141.4,141.6,5.2
2025-04-02T09:31:18Z,142.2,142.3,5.2
2025-04-02T09:31:19Z,144.4,144.6,5.2
2025-04-02T09:31:20Z,145.9,146.1,5.2
2025-04-02T09:31:21Z,146.8,147.2,5.2
2025-04-02T09:31:22Z,147.7,148,5.2
2025-04-02T09:31:23Z,148.2,148.3,5.2
2025-04-02T09:31:24Z,148.4,148.7,5.2
2025-04-02T09:31:25Z,148,148.3,5.2
2025-04-02T09:31:26Z,148.7,149.1,5.2
2025-04-02T09:31:27Z,150,150.6,5.2
2025-04-02T09:31:28Z,150.4,151,5.2
2025-04-02T09:31:29Z,150.7,151,5.2
2025-04-02T09:31:30Z,151,151,5.2
2025-04-02T09:31:31Z,151.4,152.1,5.2
2025-04-02T09:31:32Z,151.5,152.1,5.2
2025-04-02T09:31:33Z,154.9,155.5,5.2
2025-04-02T09:31:34Z,155.1,155.9,5.2
2025-04-02T09:31:35Z,155.8,156.6,5.2
2025-04-02T09:31:36Z,156.3,157,5.2
2025-04-02T09:31:37Z,156.3,157,5.2
2025-04-02T09:31:38Z,158.6,159.6,5.2
2025-04-02T09:31:39Z,158.6,159.6,5.2
2025-04-02T09:31:40Z,160.2,161.1,5.2
2025-04-02T09:31:41Z,162.1,163,5.2
2025-04-02T09:31:42Z,161.9,162.6,5.2
2025-04-02T09:31:43Z,162,163,5.2
2025-04-02T09:31:44Z,164.6,165.6,5.2
2025-04-02T09:31:45Z,166.3,167.5,5.2
2025-04-02T09:31:46Z,168.7,170.1,5.2
2025-04-02T09:31:47Z,169.3,170.9,5.2
2025-04-02T09:31:48Z,172,173.5,5.2
2025-04-02T09:31:49Z,173.6,175.4,5.2
2025-04-02T09:31:50Z,175.5,177.3,5.2
2025-04-02T09:31:51Z,176.2,177.7,5.2
2025-04-02T09:31:52Z,176.7,178.4,5.2
2025-04-02T09:31:53Z,176.7,178,5.2
2025-04-02T09:31:54Z,178,179.5,5.2
2025-04-02T09:31:55Z,181.1,182.5,5.2
2025-04-02T09:31:56Z,183.4,185.2,5.2
2025-04-02T09:31:57Z,182.3,183.7,5.2
2025-04-02T09:31:58Z,185,187,5.2
2025-04-02T09:31:59Z,185.7,187.4,5.2
2025-04-02T09:32:00Z,184.9,187,5.2
2025-04-02T09:32:01Z,186,187.8,5.2
2025-04-02T09:32:02Z,189.8,191.9,5.2
2025-04-02T09:32:03Z,191.9,194.2,5.2
2025-04-02T09:32:04Z,193.2,195.7,5.2
2025-04-02T09:32:05Z,197.9,200.2,5.2
2025-04-02T09:32:06Z,199.1,201.7,5.2
2025-04-02T09:32:07Z,202.6,205,5.2
2025-04-02T09:32:08Z,203.4,205.4,5.2
2025-04-02T09:32:09Z,205.1,207.3,5.2
2025-04-02T09:32:10Z,204.8,206.9,5.2
2025-04-02T09:32:11Z,205.5,207.7,5.2
2025-04-02T09:32:12Z,205.5,208,5.2
2025-04-02T09:32:13Z,205.1,207.7,5.2
2025-04-02T09:32:14Z,203.8,206.5,5.2
2025-04-02T09:32:15Z,207.4,210.3,5.2
2025-04-02T09:32:16Z,206.6,209.2,5.2
2025-04-02T09:32:17Z,204.6,207.3,5.2
2025-04-02T09:32:18Z,205.9,208.4,5.2
2025-04-02T09:32:19Z,208.1,211,5.2
2025-04-02T09:32:20Z,212.4,214.8,5.2
2025-04-02T09:32:21Z,213.3,215.9,5.2
2025-04-02T09:32:22Z,216.6,219.3,5.2
2025-04-02T09:32:23Z,217.4,220.4,5.2
2025-04-02T09:32:24Z,216.3,219.3,5.2
2025-04-02T09:32:25Z,216.8,219.6,5.2
2025-04-02T09:32:26Z,218.1,220.8,5.2
2025-04-02T09:32:27Z,218.4,221.1,5.2
2025-04-02T09:32:28Z,218.9,221.5,5.2
2025-04-02T09:32:29Z,219.8,223,5.2
2025-04-02T09:32:30Z,219.8,222.6,5.2
2025-04-02T09:32:31Z,220.1,223,5.2
2025-04-02T09:32:32Z,222,224.9,5.2
2025-04-02T09:32:33Z,223.6,226.8,5.2
2025-04-02T09:32:34Z,224.4,227.1,5.2
2025-04-02T09:32:35Z,224.3,227.1,5.2
2025-04-02T09:32:36Z,225.4,228.3,5.2
2025-04-02T09:32:37Z,225.3,227.9,5.2
2025-04-02T09:32:38Z,225.8,228.6,5.2
2025-04-02T09:32:39Z,226.2,228.6,5.2
2025-04-02T09:32:40Z,227.4,230.5,5.2
2025-04-02T09:32:41Z,227.8,230.9,5.2
2025-04-02T09:32:42Z,228,230.9,5.2
2025-04-02T09:32:43Z,228.9,231.6,5.2
2025-04-02T09:32:44Z,229.6,233.1,5.2
2025-04-02T09:32:45Z,225.9,228.6,5.2
2025-04-02T09:32:46Z,227.6,230.9,5.2
2025-04-02T09:32:47Z,227.7,230.9,5.2
2025-04-02T09:32:48Z,228.5,231.3,5.2
2025-04-02T09:32:49Z,229.6,233.1,5.2
2025-04-02T09:32:50Z,233.2,236.1,5.2
2025-04-02T09:32:51Z,231.3,234.2,5.2
2025-04-02T09:32:52Z,232.1,235,5.2
2025-04-02T09:32:53Z,232.6,236.1,5.2
2025-04-02T09:32:54Z,231.7,235,5.2
2025-04-02T09:32:55Z,232.6,236.1,5.2
2025-04-02T09:32:56Z,230.9,233.9,5.2
2025-04-02T09:32:57Z,231.3,234.6,5.2
2025-04-02T09:32:58Z,231.4,234.6,5.2
2025-04-02T09:32:59Z,228.9,232,5.2
2025-04-02T09:33:00Z,229.4,232.4,5.2
2025-04-02T09:33:01Z,230.4,233.9,5.2
2025-04-02T09:33:02Z,231.1,234.2,5.2
2025-04-02T09:33:03Z,231,234.2,5.2
2025-04-02T09:33:04Z,230.8,233.9,5.2
2025-04-02T09:33:05Z,232.3,235.4,5.2
2025-04-02T09:33:06Z,231.9,235,5.2
2025-04-02T09:33:07Z,233.8,237.2,5.2
2025-04-02T09:33:08Z,235,238.4,5.2
2025-04-02T09:33:09Z,234.4,237.6,5.2
2025-04-02T09:33:10Z,234.4,237.6,5.2
2025-04-02T09:33:11Z,233.7,236.9,5.2
2025-04-02T09:33:12Z,233.5,236.9,5.2
2025-04-02T09:33:13Z,233.6,236.9,5.2
2025-04-02T09:33:14Z,236.9,240.2,5.2
2025-04-02T09:33:15Z,238.7,241.7,5.2
2025-04-02T09:33:16Z,236.3,239.5,5.2
2025-04-02T09:33:17Z,235.5,238.7,5.2
2025-04-02T09:33:18Z,235.4,239.1,5.2
2025-04-02T09:33:19Z,233.8,237.2,5.2
2025-04-02T09:33:20Z,230.1,233.1,5.2
2025-04-02T09:33:21Z,229.6,232.7,5.2
2025-04-02T09:33:22Z,229.3,232.7,5.2
2025-04-02T09:33:23Z,231.7,235,5.2
2025-04-02T09:33:24Z,230.6,233.9,5.2
2025-04-02T09:33:25Z,233,236.5,5.2
2025-04-02T09:33:26Z,233.9,237.2,5.2
2025-04-02T09:33:27Z,233.6,237.2,5.2
2025-04-02T09:33:28Z,234.8,238.4,5.2
2025-04-02T09:33:29Z,235.4,238.4,5.2
2025-04-02T09:33:30Z,235.6,239.1,5.2
2025-04-02T09:33:31Z,237.6,240.6,5.2
2025-04-02T09:33:32Z,238.7,242.1,5.2
2025-04-02T09:33:33Z,238.2,241.4,5.2
2025-04-02T09:33:34Z,233.6,236.9,5.2
2025-04-02T09:33:35Z,235,238.4,5.2
2025-04-02T09:33:36Z,236.9,240.2,5.2
2025-04-02T09:33:37Z,236.7,239.9,5.2
2025-04-02T09:33:38Z,238,241.7,5.2
2025-04-02T09:33:39Z,237.7,241,5.2
2025-04-02T09:33:40Z,237.9,241.4,5.2
2025-04-02T09:33:41Z,238.3,241.7,5.2
2025-04-02T09:33:42Z,238.4,241.7,5.2
2025-04-02T09:33:43Z,239.7,243.2,5.2
2025-04-02T09:33:44Z,241,244.3,5.2
2025-04-02T09:33:45Z,240,243.2,5.2
2025-04-02T09:33:46Z,240.2,243.6,5.2
2025-04-02T09:33:47Z,240.5,244,5.2
2025-04-02T09:33:48Z,240,243.2,5.2
2025-04-02T09:33:49Z,240.2,243.6,5.2
2025-04-02T09:33:50Z,239.8,243.2,5.2
2025-04-02T09:33:51Z,239.5,242.8,5.2
2025-04-02T09:33:52Z,237.4,241,5.2
2025-04-02T09:33:53Z,237.2,240.6,5.2
2025-04-02T09:33:54Z,239.3,242.8,5.2
2025-04-02T09:33:55Z,238.8,242.1,5.2
2025-04-02T09:33:56Z,237.2,240.6,5.2
2025-04-02T09:33:57Z,237.2,240.6,5.2
2025-04-02T09:33:58Z,236.6,240.2,5.2
2025-04-02T09:33:59Z,236.1,239.5,5.2
2025-04-02T09:34:00Z,234.9,238.4,5.2
2025-04-02T09:34:01Z,235.1,238.4,5.2
2025-04-02T09:34:02Z,235.6,238.7,5.2
2025-04-02T09:34:03Z,235.4,238.7,5.2
2025-04-02T09:34:04Z,234.3,237.6,5.2
2025-04-02T09:34:05Z,235.6,238.7,5.2
2025-04-02T09:34:06Z,234.6,238,5.2
2025-04-02T09:34:07Z,234.6,237.6,5.2
2025-04-02T09:34:08Z,235.1,238.4,5.2
2025-04-02T09:34:09Z,237.7,241,5.2
2025-04-02T09:34:10Z,238.7,242.1,5.2
2025-04-02T09:34:11Z,239.3,242.8,5.2
2025-04-02T09:34:12Z,240.4,243.6,5.2
2025-04-02T09:34:13Z,238.4,241.7,5.2
2025-04-02T09:34:14Z,238.3,241.7,5.2
2025-04-02T09:34:15Z,238.7,242.1,5.2
2025-04-02T09:34:16Z,239.1,242.8,5.2
2025-04-02T09:34:17Z,239.5,242.8,5.2
2025-04-02T09:34:18Z,239.2,242.8,5.2
2025-04-02T09:34:19Z,238.9,242.1,5.2
2025-04-02T09:34:20Z,239.5,242.8,5.2
2025-04-02T09:34:21Z,240.1,243.6,5.2
2025-04-02T09:34:22Z,240,243.6,5.2
2025-04-02T09:34:23Z,240.2,243.6,5.2
2025-04-02T09:34:24Z,240.2,243.6,5.2
2025-04-02T09:34:25Z,240.2,243.2,5.2
2025-04-02T09:34:26Z,240.2,243.6,5.2
2025-04-02T09:34:27Z,240.1,243.6,5.2
2025-04-02T09:34:28Z,240.1,243.6,5.2
2025-04-02T09:34:29Z,238.9,242.1,5.2
2025-04-02T09:34:30Z,238.9,242.1,5.2
2025-04-02T09:34:31Z,237.7,241,5.2
2025-04-02T09:34:32Z,238,241.7,5.2
2025-04-02T09:34:33Z,238.2,241.7,5.2
2025-04-02T09:34:34Z,237.6,241,5.2
2025-04-02T09:34:35Z,237.8,241.3,5.2
2025-04-02T09:34:36Z,238.5,241.7,5.2
2025-04-02T09:34:37Z,238.5,241.7,5.2
2025-04-02T09:34:38Z,238.7,241.7,5.2
2025-04-02T09:34:39Z,238.4,241.7,5.2
2025-04-02T09:34:40Z,237.9,241.3,5.2
2025-04-02T09:34:41Z,237.8,241,5.2
2025-04-02T09:34:42Z,237.9,241,5.2
2025-04-02T09:34:43Z,237.9,241.3,5.2
2025-04-02T09:34:44Z,237.4,240.6,5.2
2025-04-02T09:34:45Z,235.1,238.4,5.2
